top_category_name,middle_category_name,bottom_category_name,sub_category_name,image_src,brand,name,volume,price,discount_rate,rating,review_count,delivery_info,color_image_src,color_name,bedge,source_file,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/505/240404012964505.jpg?RS=450&SP=1&QT=20,FOOTBALL STANDARD,[토트넘] UV 레터링 암슬리브_블랙,,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/826/240404012963826.jpg?RS=450&SP=1&QT=20,FOOTBALL STANDARD,[맨시티] 3-IN-A-ROW 위너 축구공_블루,,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/211/240404012964211.jpg?RS=450&SP=1&QT=20,FOOTBALL STANDARD,[아스널] GUNNERS 진공텀블러_레드,GUNNERS,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/404/240104007883404.jpg?RS=450&SP=1,SIDAS,시다스 기능성 깔창 3FEET RUN SENSE MID 러닝 쓰리핏 아치 족저근막염 인솔 (CSE3FRUNSENS19_MI),,"70,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/367/240104007883367.jpg?RS=450&SP=1,SIDAS,시다스 기능성 깔창 3FEET MID 데일리 쓰리핏 아치 족저근막염 인솔 (CSE3F12_MI),,"70,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/366/240104007883366.jpg?RS=450&SP=1,SIDAS,시다스 기능성 깔창 3FEET LOW 데일리 쓰리핏 아치 족저근막염 인솔 (CSE3F12_LO),LOW,"70,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/365/240104007883365.jpg?RS=450&SP=1,SIDAS,시다스 기능성 깔창 3FEET HIGH 데일리 쓰리핏 아치 족저근막염 인솔 (CSE3F12_HI),HIGH,"70,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/760/240429015025760.jpg?RS=450&SP=1,NIKE,나이키 스포츠 물병 슈퍼 저그 128OZ 물통 3800ml (HF9175-072),3800ml,"54,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/528/230330004611528.jpg?RS=450&SP=1,FIRSTBIKE,퍼스트바이크 액세서리 벨 - 핑크 나침반,,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/202/230330004615202.jpg?RS=450&SP=1,FIRSTBIKE,퍼스트바이크 액세서리 공기주입기,,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/138/230330004615138.jpg?RS=450&SP=1,FIRSTBIKE,"퍼스트바이크 액세서리 벨 - 테디 (Teddy, 곰)",,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/408/230330004611408.jpg?RS=450&SP=1&QT=20,FIRSTBIKE,퍼스트바이크 액세서리 벨 - 축구공,,,,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/063/240805026213063.jpg?RS=450&SP=1&QT=20,NIKE,나이키 클럽 키 홀더 (HF3594-692),,"19,500",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/395/240104007883395.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 3FEET RUN PROTECT HIGH 러닝 쓰리핏 인솔 (CSE3FRUNPROT19_HI),HIGH,"60,500",26%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/395/240603019398395.jpg?RS=450&SP=1&QT=20,PUMA,푸마 축구공 맨체스터 시티 ESS (084416-03),,"34,000",19%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/347/240603019388347.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구공 피치 (FB2978-103),,"28,500",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/891/240202008702891.jpg?RS=450&SP=1&QT=20,NIKE,나이키 목걸이 호각줄 프리미엄 랜야드 (DR5171-010),,"27,000",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/037/240723025160037.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구공 파리 생제르맹 아카데미 (FB2976-100),,"40,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/514/240104007883514.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 RUN ANATOMIC 러닝 아치 족저근막염 인솔 (CSEESRUNANAT19),,"43,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/372/240104007883372.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 3FEET ACTIV' MID 멀티스포츠 쓰리핏 아치 족저근막염 인솔 (CSE3FACTIV15_MI),,"65,500",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/293/240104007883293.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 OUTDOOR 3D 하이킹 쓰리디 아치 족저근막염 인솔 (CSE3DOUTDOOR17),,"55,500",21%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/967/240709024255967.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 미니볼 독일 유로 2024 파이널 (IX4048),,"15,500",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/973/240411013412973.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 트라이앵글 백 2.2 (Triangle Bag 2.2),(Triangle,"25,600",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/922/240202008702922.jpg?RS=450&SP=1&QT=20,NIKE,나이키 넥워머 프로 DRI-FIT 게이터 (FZ8525-010),,"38,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/964/240411013412964.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 트라이앵글 백 1.7 (Triangle Bag 1.7),(Triangle,"24,000",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/879/240411013411879.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 바이크 백 1.1 + 0.3 (Bike Bag 1.1+0.3),Bag,"24,000",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/491/240104007883491.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 CUSHIONING GEL SUPPORT 데일리 아치 족저근막염 인솔 (CSEESCUSHSUP20),CUSHIONING,"43,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/686/240722025092686.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 UCL 축구공 챔피언스리그 미니볼 2024/25 (IX4056),UCL,"14,500",19%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/021/231120007103021.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 주장완장 티로 리그 캡틴 암밴드 (HS9766),,"18,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/956/240411013412956.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 트라이앵글 프론트 백 1.5 (Triangle Front Bag 1.5),(Triangle,"25,600",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/262/240514016858262.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 폰백 0.7 (Phone Bag 0.7),Bag,"43,200",20%,,,,,,세일,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/618/240514016857618.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 에너지 백 0.5 Energy Bag,Energy,"20,800",20%,5.0,1.0,,,,세일,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/512/240411013415512.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 바이크 백 0.8 (Bike Bag 0.8),Bag,"19,200",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/455/240514016854455.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 바이크 백 0.5 (Bike Bag 0.5),Bag,"18,400",20%,,,,,,세일,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/041/240514016850041.jpg?RS=450&SP=1&QT=20,DEUTER,도이터 바이크 백 0.3 ( BIKE BAG 0.3 L),BAG,"17,600",20%,,,,,,세일,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/396/240104007883396.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 3FEET RUN PROTECT MID 러닝 쓰리핏 아치 족저근막염 인솔 (CSE3FRUNPROT19_MI),,"60,500",26%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/368/240104007883368.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 3FEET ACTIV' HIGH 멀티스포츠 쓰리핏 아치 족저근막염 인솔 (CSE3FACTIV15_HI),HIGH,"60,500",26%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/290/240104007883290.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 COMFORT 3D JUNIOR 데일리 주니어 쓰리디 아치 족저근막염 인솔 (CSE3DCOMJUNI17),,"43,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/289/240104007883289.jpg?RS=450&SP=1&QT=20,SIDAS,시다스 기능성 깔창 COMFORT 1/2 3D 데일리 하프 쓰리디 아치 족저근막염 인솔 (CSE3DCOMHALF17),(CSE3DCOMHALF17),"46,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/738/231025006664738.jpg?RS=450&SP=1&QT=20,NIKE,나이키 볼펌프 하이퍼스피드 (DH3263-116),,"30,000",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/goods/org/616/231019006632616.jpg?RS=450&SP=1&QT=20,NIKE,나이키 볼펌프 조던 에센셜 INTL (AC4409-079),INTL,"27,000",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/826/240216009032826.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 미니볼 WUCL MINI 2024 챔피언스리그 (IN7019),WUCL,"15,500",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/706/240423014582706.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 2024 파리 올림픽 축구 미니볼 스킬볼 (IW6326),,"15,500",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/264/240716024678264.jpg?RS=450&SP=1&QT=20,NIKE,나이키 프리미어리그 피치 축구공 2024/25 (FZ3048-101),,"30,000",13%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/700/240417014043700.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구공 CBF 브라질 아카데미 (FN4303-100),,"42,500",19%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/405/240603019398405.jpg?RS=450&SP=1&QT=20,NIKE,나이키 축구공 팬텀 피치 (FN4111-101),,"23,000",14%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,장비/용품,기타용품,https://image.sivillage.com/upload/C00001/s3/goods/org/744/240429015025744.jpg?RS=450&SP=1&QT=20,NIKE,나이키 랜야드 목걸이줄 클럽 스탠다드 (HF3596-189),,"17,500",20%,,,,,,,기타용품.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/165/240617021598165.jpg?RS=450&SP=1,ARENA,포즈 남성 트레이닝 자켓 S4SM1SJ41BLK,S4SM1SJ41BLK,,,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/510/240617021598510.jpg?RS=450&SP=1,ARENA,에이징 반팔티셔츠 S4MC1RT07NVY,,"42,400",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/268/240617021598268.jpg?RS=450&SP=1,ARENA,트로피카나 반팔티셔츠 S4MC1RT06BGY,S4MC1RT06BGY,"47,200",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/274/240617021598274.jpg?RS=450&SP=1,ARENA,트로피카나 반팔티셔츠 S4MC1RT06TGR,S4MC1RT06TGR,"47,200",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/504/240617021598504.jpg?RS=450&SP=1&QT=20,ARENA,에이징 반팔티셔츠 S4MC1RT07GRN,S4MC1RT07GRN,"42,400",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/507/240617021598507.jpg?RS=450&SP=1&QT=20,ARENA,에이징 반팔티셔츠 S4MC1RT07LGY,S4MC1RT07LGY,"42,400",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/638/240516017117638.jpg?RS=450&SP=1&QT=20,ARENA,트로피카나 반팔티셔츠 S4MC1RT06OWT,,"47,200",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/271/240617021598271.jpg?RS=450&SP=1&QT=20,ARENA,트로피카나 반팔티셔츠 S4MC1RT06DNV,,"47,200",20%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/666/240216009022666.jpg?RS=450&SP=1&QT=20,ARENA,남성 하이브리드 트레이닝 상의 S3WM1SJ08BLK,S3WM1SJ08BLK,"77,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/660/240216009022660.jpg?RS=450&SP=1&QT=20,ARENA,우븐 스트레치 상의 S3FC1SJ02BGY,S3FC1SJ02BGY,"83,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/465/230925006463465.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 팀 조끼 프로 BIB (HP0733),,"9,000",21%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/159/230804005904159.jpg?RS=450&SP=1&QT=20,PUMA,푸마 팀조끼 BIB 베스트 (657251-04),,"9,000",25%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/470/230925006463470.jpg?RS=450&SP=1&QT=20,ADIDAS,아디다스 팀 조끼 프로 BIB (HP0734),,"9,000",21%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/165/230804005904165.jpg?RS=450&SP=1&QT=20,PUMA,푸마 팀조끼 BIB 베스트 (657251-45),,"9,000",25%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/658/240216009022658.jpg?RS=450&SP=1&QT=20,ARENA,여성 봄버 트레이닝 상의 S3FL1SJ03BLK,S3FL1SJ03BLK,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/504/240216009023504.jpg?RS=450&SP=1&QT=20,ARENA,본딩 트리코트 트레이닝 상의 S3WC1SJ07BLK,S3WC1SJ07BLK,"71,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/254/240216009022254.jpg?RS=450&SP=1&QT=20,ARENA,여성 벨로아 트레이닝 상의 S3FL1SJ05PKG,S3FL1SJ05PKG,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/161/230804005904161.jpg?RS=450&SP=1&QT=20,PUMA,푸마 팀조끼 BIB 베스트 (657251-41),,"9,000",25%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/160/230804005904160.jpg?RS=450&SP=1&QT=20,PUMA,푸마 팀조끼 BIB 베스트 (657251-40),,"9,000",25%,5.0,1.0,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/506/240216009023506.jpg?RS=450&SP=1&QT=20,ARENA,본딩 트리코트 트레이닝 상의 S3WC1SJ07DNV,,"71,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/663/240216009022663.jpg?RS=450&SP=1&QT=20,ARENA,남성 블럭형 트레이닝 상의 S3FM1SJ04CGY,S3FM1SJ04CGY,"74,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/250/240216009022250.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 상의 S3FL1SJ06LVD,S3FL1SJ06LVD,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/248/240216009022248.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 상의 S3FL1SJ06BLK,S3FL1SJ06BLK,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/244/240216009022244.jpg?RS=450&SP=1&QT=20,ARENA,여성 나일론 피치 트레이닝 상의 S3FL1SJ06BEG,S3FL1SJ06BEG,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/656/240216009022656.jpg?RS=450&SP=1&QT=20,ARENA,여성 봄버 트레이닝 상의 S3FL1SJ03DOR,S3FL1SJ03DOR,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/662/240216009022662.jpg?RS=450&SP=1&QT=20,ARENA,우븐 스트레치 상의 S3FC1SJ02BLK,S3FC1SJ02BLK,"83,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/245/240216009022245.jpg?RS=450&SP=1&QT=20,ARENA,40수 쿠션 트레이닝 상의 S3FC1SJ01CGY,S3FC1SJ01CGY,"65,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/242/240216009022242.jpg?RS=450&SP=1&QT=20,ARENA,40수 쿠션 트레이닝 상의 S3FC1SJ01BLK,S3FC1SJ01BLK,"65,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/177/231017006619177.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 트레이닝복 상의 S3MC1SJ03PPL,S3MC1SJ03PPL,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/175/231017006619175.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 트레이닝복 상의 S3MC1SJ03LBL,S3MC1SJ03LBL,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/173/231017006619173.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 트레이닝복 상의 S3MC1SJ03CGY,S3MC1SJ03CGY,"59,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/893/231017006614893.jpg?RS=450&SP=1&QT=20,ARENA,폴로 티셔츠 S3MC1RP01RED,,"47,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/402/231017006615402.jpg?RS=450&SP=1&QT=20,ARENA,미모필 반팔티셔츠 S3MC1RT42BLK,S3MC1RT42BLK,"20,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/431/231017006615431.jpg?RS=450&SP=1&QT=20,ARENA,수변 티셔츠 S3MM1RT02WHT,,"31,800",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/802/240216009021802.jpg?RS=450&SP=1&QT=20,ARENA,카치온 기모 트레이닝 상의 S3WC1SJ42CGY,S3WC1SJ42CGY,"47,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/185/231017006619185.jpg?RS=450&SP=1&QT=20,ARENA,메모리 트레이닝복 상의 S3SC1SJ01OWT,,"47,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/179/231017006619179.jpg?RS=450&SP=1&QT=20,ARENA,메모리 트레이닝복 상의 S3SC1SJ01BLK,S3SC1SJ01BLK,"47,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/460/231017006615460.jpg?RS=450&SP=1&QT=20,ARENA,숏 슬리브 S3ML1RT08PPL,S3ML1RT08PPL,"29,400",40%,5.0,1.0,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/317/231017006615317.jpg?RS=450&SP=1&QT=20,ARENA,소로나 기획 티셔츠 S3MC1RT41WHT,,"20,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/832/240216009021832.jpg?RS=450&SP=1&QT=20,ARENA,코튼 스웨트 맨투맨 S3FC1PO01MGY,S3FC1PO01MGY,"47,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/248/240305009816248.jpg?RS=450&SP=1&QT=20,ARENA,경량 베이직 반팔티 S3MC1RT05LIM,S3MC1RT05LIM,"29,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/121/231017006615121.jpg?RS=450&SP=1&QT=20,ARENA,나일론 반팔 티셔츠 S3MC1RT03BLK,S3MC1RT03BLK,"31,800",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/909/231017006614909.jpg?RS=450&SP=1&QT=20,ARENA,경량 소로나 S3MC1RT04BLK,S3MC1RT04BLK,"29,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/358/231017006615358.jpg?RS=450&SP=1&QT=20,ARENA,포켓라벨 티셔츠 S3MC1RT11MGY,S3MC1RT11MGY,"25,800",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/171/231017006619171.jpg?RS=450&SP=1&QT=20,ARENA,담보루 기획 트레이닝 상의 S3SC1SJ41NPK,,"39,000",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/833/240404012924833.jpg?RS=450&SP=1&QT=20,NIKE,나이키 팀 조끼 DRI-FIT 파크 BIB (DV7425-702),,"12,500",34%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/311/240614021245311.jpg?RS=450&SP=1&QT=20,NIKE,나이키 팀 조끼 DRI-FIT 파크 BIB (DV7425-313),,"12,500",30%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/051/231017006615051.jpg?RS=450&SP=1&QT=20,ARENA,트리코트 티셔츠 S3MC1RT01BLK,S3MC1RT01BLK,"29,400",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/s3/goods/org/566/240216009024566.jpg?RS=450&SP=1&QT=20,ARENA,분또 맨투맨 S3FC1PO41OWT,,"37,800",40%,,,,,,,상의.csv,
스포츠/레저,러닝/사이클,남성의류,상의,https://image.sivillage.com/upload/C00001/goods/org/470/231017006615470.jpg?RS=450&SP=1&QT=20,ARENA,자가드 반팔티 S3MM1RT07BLK,S3MM1RT07BLK,"35,400",40%,5.0,1.0,,,,,상의.csv,
